"File Path: C:\Users\MTS-User\Documents\MEAM 3470 Bungee\Fall 2026\Test Run 16 09-3-26 16 36 49 PM\DAQ- Crosshead, … - (Timed).csv   "
"Test: MTS EM Tension (Simplified) 184"
"Test Run: Test Run 16"
"Date: 9/3/2026 4:35:51 PM"
""
""
"Crosshead ","Load ","Time "
"mm","N","sec"
"0.706662773154676","-0.0773059353232384","0.112999998033047"
"1.70379295013845","0.94847047328949","0.212999999523163"
"2.70372233353555","0.691570937633514","0.312999993562698"
"3.70377069339156","0.354988574981689","0.412999987602234"
"4.70381928607821","2.21115565299988","0.513000011444092"
"5.70374866947532","1.63945937156677","0.612999975681305"
"6.70385640114546","1.34714341163635","0.712999999523163"
"7.70378578454256","2.00281286239624","0.813000023365021"
"8.70377477258444","1.78933358192444","0.912999987602234"
"9.70376376062632","1.95653605461121","1.01300001144409"
"10.7036931440234","2.46070885658264","1.11300003528595"
"11.7038013413548","2.32656741142273","1.21300005912781"
"12.7037307247519","1.95349621772766","1.31299996376038"
"13.7037197127938","2.44520258903503","1.41299998760223"
"14.7037087008357","2.65664434432983","1.51300001144409"
"15.7036371529102","2.1979615688324","1.61300003528595"
"16.7036261409521","2.55798959732056","1.71300005912781"
"17.703615128994","2.56578850746155","1.81299996376038"
"18.7036637216806","3.01704430580139","1.91299998760223"
"19.7035931050777","3.46008062362671","2.01300001144409"
"20.7037013024092","3.35747504234314","2.11299991607666"
"21.7036306858063","2.7509982585907","2.21300005912781"
"22.7036792784929","3.29050135612488","2.31299996376038"
"23.7036682665348","2.99616956710815","2.41300010681152"
"24.7037764638662","2.83927798271179","2.51300001144409"
"25.7037654519081","2.24034142494202","2.61299991607666"
"26.70375443995","3.3529314994812","2.71300005912781"
"27.7037434279919","3.33012175559998","2.81299996376038"
"28.7037920206785","3.04324412345886","2.91300010681152"
"29.7037810087204","3.78532290458679","3.01300001144409"
"30.7037699967623","3.5883903503418","3.11299991607666"
"31.7036993801594","4.03119516372681","3.21300005912781"
"32.7037461102009","3.505042552948","3.31299996376038"
"33.7036773562431","3.76188278198242","3.41300010681152"
"34.7037240862846","3.68146157264709","3.51300001144409"
"35.7037149369717","4.39212846755981","3.61299991607666"
"36.7036424577236","4.47270059585571","3.71300005912781"
"37.7036333084106","3.45948791503906","3.81299996376038"
"38.7036204338074","3.81675624847412","3.91300010681152"
"39.7035516798496","3.64910650253296","4.01300001144409"
"40.7036580145359","4.41618299484253","4.11299991607666"
"41.7036488652229","4.10431289672852","4.21299982070923"
"42.7036955952644","4.75048589706421","4.31300020217896"
"43.7036827206612","4.28765249252319","4.41300010681152"
"44.703733175993","4.91492319107056","4.51300001144409"
"45.7037203013897","4.64626312255859","4.61299991607666"
"46.7037111520767","4.95708227157593","4.71299982070923"
"47.703817486763","5.21114683151245","4.81300020217896"
"48.7037487328053","4.55492734909058","4.91300010681152"
"49.7037954628468","4.84424686431885","5.01300001144409"
"50.7037863135338","4.38760089874268","5.11299991607666"
"51.7037138342857","4.42378807067871","5.21299982070923"
"52.7037046849728","4.70653200149536","5.31300020217896"
