"File Path: C:\Users\MTS-User\Documents\MEAM 3470 Bungee\Fall 2026\Test Run 7 09-3-26 16 04 11 PM\DAQ- Crosshead, … - (Timed).csv   "
"Test: MTS EM Tension (Simplified) 184"
"Test Run: Test Run 7"
"Date: 9/3/2026 4:02:56 PM"
""
""
"Crosshead ","Load ","Time "
"mm","N","sec"
"0.706662773154676","-0.488693386316299","0.112999998033047"
"1.70391204301268","0.850165903568268","0.212999999523163"
"2.70378170534968","1.37462055683136","0.312999993562698"
"3.70377069339156","1.5091392993927","0.412999987602234"
"4.70381928607821","0.927229285240173","0.513000011444092"
"5.70380827412009","1.42550575733185","0.612999975681305"
"6.70379679650068","2.29112958908081","0.712999999523163"
"7.70372617989779","2.35903573036194","0.813000023365021"
"8.70377477258444","1.87524700164795","0.912999987602234"
"9.70370415598154","2.5506055355072","1.01300001144409"
"10.7036931440234","1.85649585723877","1.11300003528595"
"11.7036225274205","2.3339569568634","1.21300005912781"
"12.7036115154624","2.27485227584839","1.31299996376038"
"13.7036005035043","3.46937823295593","1.41299998760223"
"14.7036490961909","2.12543630599976","1.51300001144409"
"15.7036371529102","2.63590979576111","1.61300003528595"
"16.7035665363073","2.89343452453613","1.71300005912781"
"17.7036747336388","3.82921743392944","1.81299996376038"
"18.7036637216806","2.82723712921143","1.91299998760223"
"19.7037123143673","3.09150981903076","2.01300001144409"
"20.7037609070539","3.93227052688599","2.11299991607666"
"21.7038094997406","2.53483486175537","2.21300005912781"
"22.7037984877825","3.97856903076172","2.31299996376038"
"23.7037874758244","3.25982260704041","2.41300010681152"
"24.703836068511","4.11811637878418","2.51300001144409"
"25.7037058472633","4.18051958084106","2.61299991607666"
"26.7038140445948","2.90059757232666","2.71300005912781"
"27.7038030326366","3.93226504325867","2.81299996376038"
"28.7037324160337","3.72729635238647","2.91300010681152"
"29.7036617994308","3.07495784759521","3.01300001144409"
"30.7037103921175","4.13879680633545","3.11299991607666"
"31.7036397755146","3.86947393417358","3.21300005912781"
"32.7036865055561","4.05118036270142","3.31299996376038"
"33.7036773562431","5.03420495986938","3.41300010681152"
"34.7036644816399","3.83050560951233","3.51300001144409"
"35.7035957276821","4.9162220954895","3.61299991607666"
"36.7037020623684","4.08197212219238","3.71300005912781"
"37.7036333084106","5.27938175201416","3.81299996376038"
"38.7036800384521","5.00708866119385","3.91300010681152"
"39.7037900984287","4.50078153610229","4.01300001144409"
"40.7037176191807","4.05707120895386","4.11299991607666"
"41.7037680745125","4.22203731536865","4.21299982070923"
"42.7037551999092","3.6036651134491","4.31300020217896"
"43.7038019299507","4.83232450485229","4.41300010681152"
"44.7037927806377","4.60620069503784","4.51300001144409"
"45.7037799060345","4.56652641296387","4.61299991607666"
"46.7037707567215","5.69690799713135","4.71299982070923"
"47.7037578821182","5.27249336242676","4.81300020217896"
"48.7037487328053","5.44899845123291","4.91300010681152"
"49.703735858202","4.91602277755737","5.01300001144409"
"50.703726708889","5.75563526153564","5.11299991607666"
"51.7037138342857","5.41310262680054","5.21299982070923"
"52.7037046849728","5.66619682312012","5.31300020217896"
"53.7036322057247","4.95001077651978","5.41300010681152"
"54.7036230564117","5.51554107666016","5.51300001144409"
"55.7036697864532","6.3525505065918","5.61299991607666"
"56.7036010324955","5.69214868545532","5.71299982070923"
"57.703647762537","5.56266975402832","5.81300020217896"
"58.7036982178688","5.29904365539551","5.91300010681152"
"59.7037449479103","6.25355625152588","6.01300001144409"
"60.7037357985973","6.95614910125732","6.11299991607666"
